param1,param2,param3,lik
0.012,0.8500000000000001,0.55,-198.33672308569038
0.012,0.8500000000000001,0.6,-175.27827678537693
0.012,0.9,0.1,-Inf
0.012,0.9,0.15000000000000002,-688.6134421550794
0.012,0.9,0.2,-696.2694515016057
0.012,0.9,0.25,-445.68998576486877
0.012,0.9,0.30000000000000004,-429.17782309854414
0.012,0.9,0.35,-332.33768973931865
0.012,0.9,0.4,-302.2583543243722
0.012,0.9,0.45000000000000007,-204.84055856943166
0.012,0.9,0.5,-Inf
0.012,0.9,0.55,-189.13114687290027
0.012,0.9,0.6,-189.69015489419598
0.012,0.95,0.1,-1057.8250791687105
0.012,0.95,0.15000000000000002,-964.7341579914242
0.012,0.95,0.2,-567.704267314294
0.012,0.95,0.25,-414.9511262085097
0.012,0.95,0.30000000000000004,-378.83297710159604
0.012,0.95,0.35,-285.61454561347716
0.012,0.95,0.4,-319.61479705055257
0.012,0.95,0.45000000000000007,-191.34125667130564
0.012,0.95,0.5,-216.28103113503226
0.012,0.95,0.55,-221.64247468878807
0.012,0.95,0.6,-176.07855994193193
0.012,1,0.1,-1117.7962805584657
0.012,1,0.15000000000000002,-739.9010522920173
0.012,1,0.2,-Inf
0.012,1,0.25,-427.05287121851126
0.012,1,0.30000000000000004,-335.64270841699306
0.012,1,0.35,-256.6969537644695
0.012,1,0.4,-356.13484092911716
0.012,1,0.45000000000000007,-229.90779955475506
0.012,1,0.5,-186.729551447529
0.012,1,0.55,-201.0170770999626
0.012,1,0.6,-185.82986569151285
0.013000000000000001,0.5,0.1,-Inf
0.013000000000000001,0.5,0.15000000000000002,-890.7494449169343
0.013000000000000001,0.5,0.2,-Inf
0.013000000000000001,0.5,0.25,-527.8935329173427
0.013000000000000001,0.5,0.30000000000000004,-376.2225614629001
0.013000000000000001,0.5,0.35,-328.6899895239068
0.013000000000000001,0.5,0.4,-238.70504836502653
0.013000000000000001,0.5,0.45000000000000007,-210.6188580511993
0.013000000000000001,0.5,0.5,-177.28989097496316
0.013000000000000001,0.5,0.55,-181.04342134581685
0.013000000000000001,0.5,0.6,-192.3417797693357
0.013000000000000001,0.55,0.1,-1641.881705121423
0.013000000000000001,0.55,0.15000000000000002,-739.6506719498035
0.013000000000000001,0.55,0.2,-706.884099440971
0.013000000000000001,0.55,0.25,-468.3173934505366
0.013000000000000001,0.55,0.30000000000000004,-312.9286213050791
0.013000000000000001,0.55,0.35,-346.9007929462583
0.013000000000000001,0.55,0.4,-209.26241181467253
0.013000000000000001,0.55,0.45000000000000007,-294.73466605088
0.013000000000000001,0.55,0.5,-180.96713919213835
0.013000000000000001,0.55,0.55,-214.73664131252076
0.013000000000000001,0.55,0.6,-287.25804339691206
0.013000000000000001,0.6,0.1,-1849.4802188246995
0.013000000000000001,0.6,0.15000000000000002,-Inf
0.013000000000000001,0.6,0.2,-Inf
0.013000000000000001,0.6,0.25,-431.95509493180595
0.013000000000000001,0.6,0.30000000000000004,-405.08042427492876
0.013000000000000001,0.6,0.35,-263.0585204403131
0.013000000000000001,0.6,0.4,-378.7253365523593
0.013000000000000001,0.6,0.45000000000000007,-296.5375200251791
0.013000000000000001,0.6,0.5,-313.95164417628337
0.013000000000000001,0.6,0.55,-183.1483414336231
0.013000000000000001,0.6,0.6,-191.43576949764957
0.013000000000000001,0.65,0.1,-1309.2020376806659
0.013000000000000001,0.65,0.15000000000000002,-940.2930162702178
0.013000000000000001,0.65,0.2,-781.1169830293713
0.013000000000000001,0.65,0.25,-545.2596311690708
0.013000000000000001,0.65,0.30000000000000004,-256.91092909168003
0.013000000000000001,0.65,0.35,-263.08984669720274
0.013000000000000001,0.65,0.4,-205.39953757111306
0.013000000000000001,0.65,0.45000000000000007,-241.3492060214429
0.013000000000000001,0.65,0.5,-244.22820419188082
0.013000000000000001,0.65,0.55,-210.23732881531294
0.013000000000000001,0.65,0.6,-177.3299417431288
0.013000000000000001,0.7,0.1,-1392.161249113553
0.013000000000000001,0.7,0.15000000000000002,-1022.7538495261272
0.013000000000000001,0.7,0.2,-722.0480512056671
0.013000000000000001,0.7,0.25,-361.174718770599
0.013000000000000001,0.7,0.30000000000000004,-420.8406972693357
0.013000000000000001,0.7,0.35,-Inf
0.013000000000000001,0.7,0.4,-Inf
0.013000000000000001,0.7,0.45000000000000007,-242.25025756558153
0.013000000000000001,0.7,0.5,-213.84444234670622
0.013000000000000001,0.7,0.55,-183.32466328352797
0.013000000000000001,0.7,0.6,-191.88504004146836
0.013000000000000001,0.75,0.1,-Inf
0.013000000000000001,0.75,0.15000000000000002,-867.0699474566333
0.013000000000000001,0.75,0.2,-582.5032770379088
0.013000000000000001,0.75,0.25,-547.6483504145298
0.013000000000000001,0.75,0.30000000000000004,-335.386166857808
0.013000000000000001,0.75,0.35,-288.76421303607594
0.013000000000000001,0.75,0.4,-202.45177517427902
0.013000000000000001,0.75,0.45000000000000007,-243.09834247319986
0.013000000000000001,0.75,0.5,-329.36531984933345
0.013000000000000001,0.75,0.55,-273.690115916164
0.013000000000000001,0.75,0.6,-192.91914754380724
0.013000000000000001,0.8,0.1,-1673.693447643181
0.013000000000000001,0.8,0.15000000000000002,-1157.5404086731967
0.013000000000000001,0.8,0.2,-622.7617811906623
0.013000000000000001,0.8,0.25,-457.22109719932627
0.013000000000000001,0.8,0.30000000000000004,-377.0832544271227
0.013000000000000001,0.8,0.35,-315.8927764879178
0.013000000000000001,0.8,0.4,-335.6830983478728
0.013000000000000001,0.8,0.45000000000000007,-323.7601373685404
0.013000000000000001,0.8,0.5,-264.3268673018262
0.013000000000000001,0.8,0.55,-180.59806323813348
0.013000000000000001,0.8,0.6,-191.28467154685535
0.013000000000000001,0.8500000000000001,0.1,-1618.1861367468812
0.013000000000000001,0.8500000000000001,0.15000000000000002,-Inf
0.013000000000000001,0.8500000000000001,0.2,-638.503683836374
0.013000000000000001,0.8500000000000001,0.25,-429.34875026124246
0.013000000000000001,0.8500000000000001,0.30000000000000004,-377.6157792719358
0.013000000000000001,0.8500000000000001,0.35,-358.4680576596049
0.013000000000000001,0.8500000000000001,0.4,-201.91202437505774
0.013000000000000001,0.8500000000000001,0.45000000000000007,-293.5899223185853
0.013000000000000001,0.8500000000000001,0.5,-195.58149899284473
0.013000000000000001,0.8500000000000001,0.55,-185.07772519697795
0.013000000000000001,0.8500000000000001,0.6,-222.76394477255025
0.013000000000000001,0.9,0.1,-1240.5415516240207
0.013000000000000001,0.9,0.15000000000000002,-835.9752091991484
0.013000000000000001,0.9,0.2,-705.5628708263096
0.013000000000000001,0.9,0.25,-568.3049918887648
0.013000000000000001,0.9,0.30000000000000004,-390.05259832467596
0.013000000000000001,0.9,0.35,-205.09973142336167
0.013000000000000001,0.9,0.4,-414.40244102475384
0.013000000000000001,0.9,0.45000000000000007,-184.45921034678247
0.013000000000000001,0.9,0.5,-209.4170059055656
0.013000000000000001,0.9,0.55,-205.90376311989962
0.013000000000000001,0.9,0.6,-181.2264464087562
0.013000000000000001,0.95,0.1,-Inf
0.013000000000000001,0.95,0.15000000000000002,-859.4936482151693
0.013000000000000001,0.95,0.2,-445.9575427696782
0.013000000000000001,0.95,0.25,-420.3136711057597
0.013000000000000001,0.95,0.30000000000000004,-295.82778317771795
0.013000000000000001,0.95,0.35,-289.47360364640303
0.013000000000000001,0.95,0.4,-282.6551216646451
0.013000000000000001,0.95,0.45000000000000007,-203.72037042404827
0.013000000000000001,0.95,0.5,-219.6483007055407
0.013000000000000001,0.95,0.55,-206.9715320192351
0.013000000000000001,0.95,0.6,-203.41071295933654
0.013000000000000001,1,0.1,-1263.510714913266
0.013000000000000001,1,0.15000000000000002,-906.441029015178
0.013000000000000001,1,0.2,-586.0069847156083
0.013000000000000001,1,0.25,-382.9775438310597
0.013000000000000001,1,0.30000000000000004,-381.398363346413
0.013000000000000001,1,0.35,-279.7168082941543
0.013000000000000001,1,0.4,-300.2040472448183
0.013000000000000001,1,0.45000000000000007,-227.22026392804003
0.013000000000000001,1,0.5,-185.50892300555938
0.013000000000000001,1,0.55,-196.02921867903183
0.013000000000000001,1,0.6,-190.891693004194
0.014000000000000002,0.5,0.1,-2424.635031426388
0.014000000000000002,0.5,0.15000000000000002,-Inf
0.014000000000000002,0.5,0.2,-494.32981594757405
0.014000000000000002,0.5,0.25,-542.5009513709304
0.014000000000000002,0.5,0.30000000000000004,-391.3546400659713
0.014000000000000002,0.5,0.35,-331.229311420166
0.014000000000000002,0.5,0.4,-226.19832336499934
0.014000000000000002,0.5,0.45000000000000007,-182.53433013463757
0.014000000000000002,0.5,0.5,-313.15608269445784
0.014000000000000002,0.5,0.55,-189.86196011492677
0.014000000000000002,0.5,0.6,-176.00776048281142
0.014000000000000002,0.55,0.1,-1455.7221828002669
0.014000000000000002,0.55,0.15000000000000002,-Inf
0.014000000000000002,0.55,0.2,-687.4329304012297
0.014000000000000002,0.55,0.25,-592.7751409698478
0.014000000000000002,0.55,0.30000000000000004,-357.504661383691
0.014000000000000002,0.55,0.35,-428.00740757161145
0.014000000000000002,0.55,0.4,-261.9466052307525
0.014000000000000002,0.55,0.45000000000000007,-193.362271423445
0.014000000000000002,0.55,0.5,-218.16248964188446
0.014000000000000002,0.55,0.55,-215.06719831966973
0.014000000000000002,0.55,0.6,-180.16737605831122
0.014000000000000002,0.6,0.1,-1414.919388404091
0.014000000000000002,0.6,0.15000000000000002,-931.326129212691
0.014000000000000002,0.6,0.2,-665.7915721442253
0.014000000000000002,0.6,0.25,-428.1159258157593
0.014000000000000002,0.6,0.30000000000000004,-318.3222447952588
0.014000000000000002,0.6,0.35,-233.1620529836121
0.014000000000000002,0.6,0.4,-235.20047174393716
0.014000000000000002,0.6,0.45000000000000007,-339.7357998667277
0.014000000000000002,0.6,0.5,-238.50987752401727
0.014000000000000002,0.6,0.55,-235.61787207165605
0.014000000000000002,0.6,0.6,-179.0485794374643
0.014000000000000002,0.65,0.1,-Inf
0.014000000000000002,0.65,0.15000000000000002,-816.9821028809976
0.014000000000000002,0.65,0.2,-562.4983621210449
0.014000000000000002,0.65,0.25,-538.6132275452264
0.014000000000000002,0.65,0.30000000000000004,-432.40327797035695
0.014000000000000002,0.65,0.35,-315.73690963197157
0.014000000000000002,0.65,0.4,-283.09717091326536
0.014000000000000002,0.65,0.45000000000000007,-180.91098903791288
0.014000000000000002,0.65,0.5,-287.2238358061263
0.014000000000000002,0.65,0.55,-195.89167350511178
0.014000000000000002,0.65,0.6,-254.3282083734709
0.014000000000000002,0.7,0.1,-Inf
0.014000000000000002,0.7,0.15000000000000002,-631.8514626320224
0.014000000000000002,0.7,0.2,-689.54596333552945
0.014000000000000002,0.7,0.25,-346.85003259122277
0.014000000000000002,0.7,0.30000000000000004,-411.8632482861098
0.014000000000000002,0.7,0.35,-Inf
0.014000000000000002,0.7,0.4,-219.43838598159942
0.014000000000000002,0.7,0.45000000000000007,-276.1800315038578
0.014000000000000002,0.7,0.5,-180.38605937170956
0.014000000000000002,0.7,0.55,-220.81018385041506
0.014000000000000002,0.7,0.6,-214.5115994822039
0.014000000000000002,0.75,0.1,-1351.8239271912973
0.014000000000000002,0.75,0.15000000000000002,-748.5053090259811
0.014000000000000002,0.75,0.2,-718.2955836491778
0.014000000000000002,0.75,0.25,-416.7643094164687
0.014000000000000002,0.75,0.30000000000000004,-360.6474525672419
0.014000000000000002,0.75,0.35,-252.93181656553446
0.014000000000000002,0.75,0.4,-317.973367432931
0.014000000000000002,0.75,0.45000000000000007,-198.56777367204342
0.014000000000000002,0.75,0.5,-217.77009823829223
0.014000000000000002,0.75,0.55,-182.670121339091
0.014000000000000002,0.75,0.6,-283.6416166117806
0.014000000000000002,0.8,0.1,-1334.8221258265594
0.014000000000000002,0.8,0.15000000000000002,-884.3076125321984
0.014000000000000002,0.8,0.2,-629.7016189350752
0.014000000000000002,0.8,0.25,-409.21172716701744
0.014000000000000002,0.8,0.30000000000000004,-229.80343351045934
0.014000000000000002,0.8,0.35,-291.05059084781385
0.014000000000000002,0.8,0.4,-369.0478078816691
0.014000000000000002,0.8,0.45000000000000007,-195.0869940698455
0.014000000000000002,0.8,0.5,-290.15548469156806
0.014000000000000002,0.8,0.55,-181.67067597739322
0.014000000000000002,0.8,0.6,-195.96058445780056
0.014000000000000002,0.8500000000000001,0.1,-Inf
0.014000000000000002,0.8500000000000001,0.15000000000000002,-749.0776541026876
0.014000000000000002,0.8500000000000001,0.2,-747.2003061914787
0.014000000000000002,0.8500000000000001,0.25,-549.124045933249
0.014000000000000002,0.8500000000000001,0.30000000000000004,-361.29072849304254
0.014000000000000002,0.8500000000000001,0.35,-299.4115335950438
0.014000000000000002,0.8500000000000001,0.4,-Inf
0.014000000000000002,0.8500000000000001,0.45000000000000007,-282.872877599591
0.014000000000000002,0.8500000000000001,0.5,-197.57008920884783
0.014000000000000002,0.8500000000000001,0.55,-225.8721561808697
0.014000000000000002,0.8500000000000001,0.6,-183.85480686022544
0.014000000000000002,0.9,0.1,-1002.9099495501385
0.014000000000000002,0.9,0.15000000000000002,-866.5291814101014
0.014000000000000002,0.9,0.2,-666.7111036838807
0.014000000000000002,0.9,0.25,-491.39202275648717
0.014000000000000002,0.9,0.30000000000000004,-Inf
0.014000000000000002,0.9,0.35,-237.0701353652683
0.014000000000000002,0.9,0.4,-287.3674193774049
0.014000000000000002,0.9,0.45000000000000007,-375.5441870243601
0.014000000000000002,0.9,0.5,-346.3724643946419
0.014000000000000002,0.9,0.55,-194.31763064748606
0.014000000000000002,0.9,0.6,-182.36911787952607
0.014000000000000002,0.95,0.1,-Inf
0.014000000000000002,0.95,0.15000000000000002,-885.4945089602445
0.014000000000000002,0.95,0.2,-571.7069885119269
0.014000000000000002,0.95,0.25,-438.45900035228817
0.014000000000000002,0.95,0.30000000000000004,-Inf
0.014000000000000002,0.95,0.35,-326.386215904845
0.014000000000000002,0.95,0.4,-221.46026298991052
0.014000000000000002,0.95,0.45000000000000007,-227.9461205889574
0.014000000000000002,0.95,0.5,-177.72556538052942
0.014000000000000002,0.95,0.55,-216.2034428699431
0.014000000000000002,0.95,0.6,-183.60917811878767
0.014000000000000002,1,0.1,-1336.3791343312682
0.014000000000000002,1,0.15000000000000002,-1019.5914671696505
0.014000000000000002,1,0.2,-645.9503521420413
0.014000000000000002,1,0.25,-330.81484773049044
0.014000000000000002,1,0.30000000000000004,-323.535552437594
0.014000000000000002,1,0.35,-304.360595896326
0.014000000000000002,1,0.4,-204.90548021677546
0.014000000000000002,1,0.45000000000000007,-290.90894578853624
0.014000000000000002,1,0.5,-334.00916431928385
0.014000000000000002,1,0.55,-176.5680323621233
0.014000000000000002,1,0.6,-178.3874712566746
0.015,0.5,0.1,-1105.4623120207661
0.015,0.5,0.15000000000000002,-1181.3280211432962
0.015,0.5,0.2,-702.5833801782849
0.015,0.5,0.25,-483.4883905909774
0.015,0.5,0.30000000000000004,-417.3861861061464
0.015,0.5,0.35,-355.1977307668225
0.015,0.5,0.4,-248.05798716794408
0.015,0.5,0.45000000000000007,-204.6027855108362
0.015,0.5,0.5,-185.3769751469381
0.015,0.5,0.55,-177.50485877233484
0.015,0.5,0.6,-185.9413690530509
0.015,0.55,0.1,-1301.5161695385516
0.015,0.55,0.15000000000000002,-841.7074144779867
0.015,0.55,0.2,-606.8917352676815
0.015,0.55,0.25,-590.4583729708249
0.015,0.55,0.30000000000000004,-370.7092950802104
0.015,0.55,0.35,-210.88283650419828
0.015,0.55,0.4,-341.23291871174024
0.015,0.55,0.45000000000000007,-190.05510928705394
0.015,0.55,0.5,-217.87117089685762
0.015,0.55,0.55,-206.94040821194977
0.015,0.55,0.6,-183.6826636753542
0.015,0.6,0.1,-1138.1300165468738
0.015,0.6,0.15000000000000002,-Inf
0.015,0.6,0.2,-725.9310949315299
0.015,0.6,0.25,-335.08229596722936
0.015,0.6,0.30000000000000004,-Inf
0.015,0.6,0.35,-210.09180020245606
0.015,0.6,0.4,-225.30777297557574
0.015,0.6,0.45000000000000007,-197.39528368797022
0.015,0.6,0.5,-207.9377519177707
0.015,0.6,0.55,-222.41758885918983
0.015,0.6,0.6,-199.31898516529077
0.015,0.65,0.1,-1256.3963191468215
0.015,0.65,0.15000000000000002,-Inf
0.015,0.65,0.2,-Inf
0.015,0.65,0.25,-478.3805078691923
0.015,0.65,0.30000000000000004,-515.9280723999285
0.015,0.65,0.35,-360.12785087605516
0.015,0.65,0.4,-271.1967628657085
0.015,0.65,0.45000000000000007,-316.3431670586207
0.015,0.65,0.5,-204.5676567881011
0.015,0.65,0.55,-223.37907934561218
0.015,0.65,0.6,-229.02892227305955
0.015,0.7,0.1,-1113.4869784027871
0.015,0.7,0.15000000000000002,-961.0320162405737
0.015,0.7,0.2,-620.6479987353491
0.015,0.7,0.25,-530.8090788360545
0.015,0.7,0.30000000000000004,-380.73829608468907
0.015,0.7,0.35,-315.5420012830765
0.015,0.7,0.4,-305.2215741744102
0.015,0.7,0.45000000000000007,-216.45291020777233
0.015,0.7,0.5,-191.72490664605397
0.015,0.7,0.55,-193.79333950345313
0.015,0.7,0.6,-178.2513833929217
0.015,0.75,0.1,-1008.0520476284936
0.015,0.75,0.15000000000000002,-828.3897693918336
0.015,0.75,0.2,-419.6381460569862
0.015,0.75,0.25,-536.9172626988483
0.015,0.75,0.30000000000000004,-283.5038903348852
0.015,0.75,0.35,-340.6360348371173
0.015,0.75,0.4,-239.98225796045477
0.015,0.75,0.45000000000000007,-326.40842020036285
0.015,0.75,0.5,-250.7628592559954
0.015,0.75,0.55,-178.62820280134116
0.015,0.75,0.6,-186.15831669167284
0.015,0.8,0.1,-1294.756166414094
0.015,0.8,0.15000000000000002,-793.738680369852
0.015,0.8,0.2,-678.3313278056293
0.015,0.8,0.25,-Inf
0.015,0.8,0.30000000000000004,-429.61950493582947
0.015,0.8,0.35,-233.99535269268551
0.015,0.8,0.4,-307.65707042215354
0.015,0.8,0.45000000000000007,-315.52346321441286
0.015,0.8,0.5,-226.47332439034307
0.015,0.8,0.55,-257.93438734993464
0.015,0.8,0.6,-187.40136703798953
0.015,0.8500000000000001,0.1,-1199.24351010899
0.015,0.8500000000000001,0.15000000000000002,-745.8820853779763
0.015,0.8500000000000001,0.2,-736.7548822284564
0.015,0.8500000000000001,0.25,-506.96608530369906
0.015,0.8500000000000001,0.30000000000000004,-294.8924651277066
0.015,0.8500000000000001,0.35,-291.86280219820196
0.015,0.8500000000000001,0.4,-214.60822019120565
0.015,0.8500000000000001,0.45000000000000007,-214.44123442991912
0.015,0.8500000000000001,0.5,-184.93488735729198
0.015,0.8500000000000001,0.55,-179.23967966316798
0.015,0.8500000000000001,0.6,-185.04775130395257
0.015,0.9,0.1,-1286.8524362790042
0.015,0.9,0.15000000000000002,-944.6724556305617
0.015,0.9,0.2,-508.0586571908539
0.015,0.9,0.25,-479.4012911366041
0.015,0.9,0.30000000000000004,-381.7871998991311
0.015,0.9,0.35,-361.82313305018914
0.015,0.9,0.4,-224.9193914739953
0.015,0.9,0.45000000000000007,-213.2228405359018
0.015,0.9,0.5,-195.93156752587555
0.015,0.9,0.55,-246.65174521335234
0.015,0.9,0.6,-183.00315890387753
0.015,0.95,0.1,-1321.1717061543204
0.015,0.95,0.15000000000000002,-514.2007170642066
0.015,0.95,0.2,-525.0923476046471
0.015,0.95,0.25,-405.7949192180184
0.015,0.95,0.30000000000000004,-448.8945250119185
0.015,0.95,0.35,-225.83091064268694
0.015,0.95,0.4,-239.7126068861652
0.015,0.95,0.45000000000000007,-283.9308585704337
0.015,0.95,0.5,-180.00988218089896
0.015,0.95,0.55,-189.27180481005468
0.015,0.95,0.6,-195.0679305379839
0.015,1,0.1,-1248.1185733606742
0.015,1,0.15000000000000002,-553.0798454374947
0.015,1,0.2,-589.0428871570123
0.015,1,0.25,-368.1706498719623
0.015,1,0.30000000000000004,-397.87290399718535
0.015,1,0.35,-284.4796682783764
0.015,1,0.4,-231.70242864568917
0.015,1,0.45000000000000007,-337.7681590051793
0.015,1,0.5,-278.23636946358164
0.015,1,0.55,-184.37180014211083
0.015,1,0.6,-198.88826744623174
